id,name,k1,k2,k3,avg_test_ll,avg_lp.min
8ydqlyet,polished-sweep-275,64,2,24,-19.005041122436523,-34.347530364990234
vguc5yvc,dark-sweep-287,64,4,72,-18.71870231628418,-34.068328857421875
ce5e4yhc,ethereal-sweep-276,64,2,36,-18.508634567260746,-34.74182891845703
3g49fndy,bumbling-sweep-288,64,4,90,-17.987892150878906,-34.53065490722656
lui6crij,playful-sweep-277,64,2,48,-18.503219604492188,-34.66331100463867
0khie9fa,royal-sweep-278,64,2,72,-18.10265350341797,-34.542869567871094
5il6o4uq,solar-sweep-307,64,16,2,-28.625587463378903,-34.448204040527344
mxashnyg,wild-sweep-308,64,16,4,-24.47135353088379,-34.49190139770508
rmbgttxf,comfy-sweep-272,64,2,4,-23.10307502746582,-34.493408203125
963aa67s,logical-sweep-259,32,16,48,-18.67404556274414,-34.62622833251953
v1jfkfm6,logical-sweep-260,32,16,72,-18.97659683227539,-34.2969970703125
23i3a5yv,grateful-sweep-261,32,16,90,-18.900312423706055,-34.35751724243164
i35g402q,sandy-sweep-279,64,2,90,-17.869403839111328,-34.5885009765625
webgbqpl,earnest-sweep-273,64,2,8,-21.28416633605957,-34.60066604614258
taf2kmti,feasible-sweep-274,64,2,16,-19.375593185424805,-34.57957458496094
8vlyh5ck,atomic-sweep-289,64,6,2,-27.95741271972656,-34.623348236083984
g4bohth8,iconic-sweep-275,64,2,24,-19.474355697631836,-34.558815002441406
h4b8lyb6,woven-sweep-290,64,6,4,-24.079450607299805,-34.58171081542969
j8o24ekh,worldly-sweep-276,64,2,36,-18.852399826049805,-34.63624954223633
9w95lwwg,frosty-sweep-309,64,16,8,-22.101064682006836,-34.556251525878906
of30f016,dashing-sweep-291,64,6,8,-21.406511306762695,-34.463375091552734
zjxbt8by,devout-sweep-280,64,4,2,-28.11385726928711,-34.550987243652344
d2ifvnz2,cool-sweep-292,64,6,16,-18.951908111572266,-34.70414352416992
f2ygy8c3,lively-sweep-262,32,20,2,-28.369155883789062,-34.67792892456055
lunw07f9,misunderstood-sweep-310,64,16,16,-20.432636260986328,-34.77335739135742
js6tc4f6,jumping-sweep-263,32,20,4,-23.898193359375,-34.634212493896484
f9fvg852,prime-sweep-277,64,2,48,-18.571971893310547,-34.58476257324219
8iey3eng,lively-sweep-264,32,20,8,-21.32471466064453,-34.86719512939453
xdm6ime0,fearless-sweep-311,64,16,24,-19.45304298400879,-34.520042419433594
0rt43p47,curious-sweep-293,64,6,24,-18.62877655029297,-34.53544616699219
9h813zgz,pious-sweep-281,64,4,4,-24.51522445678711,-34.387046813964844
bnrwcweg,confused-sweep-265,32,20,16,-19.575284957885746,-34.528160095214844
s8xdxmkh,soft-sweep-282,64,4,8,-20.824960708618164,-34.94005584716797
bkerun0h,deft-sweep-278,64,2,72,-19.21926498413086,-34.507301330566406
14y5dpxg,avid-sweep-283,64,4,16,-19.08490753173828,-34.851409912109375
bbii9f0o,pretty-sweep-284,64,4,24,-18.34071922302246,-34.782798767089844
wa2ea01x,frosty-sweep-312,64,16,36,-18.917890548706055,-34.587921142578125
0fuci6gh,still-sweep-294,64,6,36,-17.82969856262207,-34.50297546386719
0o21l6r8,valiant-sweep-313,64,16,48,-19.591398239135746,-34.285518646240234
25l0yfro,young-sweep-279,64,2,90,-18.494401931762695,-34.14138412475586
k6vutcvc,northern-sweep-280,64,4,2,-28.250246047973633,-34.66891098022461
n3uxo07q,astral-sweep-285,64,4,36,-18.62367057800293,-34.323211669921875
518q5r5l,lunar-sweep-281,64,4,4,-23.814725875854492,-34.6525764465332
d6bwsj5f,wise-sweep-295,64,6,48,-18.596424102783203,-34.38370132446289
szgjs4lx,comfy-sweep-296,64,6,72,-18.878841400146484,-34.471378326416016
m9lazqky,splendid-sweep-297,64,6,90,-18.98753547668457,-34.317508697509766
gfo7x89b,cool-sweep-266,32,20,24,-18.663902282714844,-34.73493576049805
d2myalnh,flowing-sweep-286,64,4,48,-17.325489044189453,-34.52838134765625
k39c27mc,robust-sweep-267,32,20,36,-19.106664657592773,-34.64373016357422
4rscztsw,northern-sweep-268,32,20,48,-18.751724243164062,-34.63263702392578
en6f4tan,winter-sweep-282,64,4,8,-21.18993377685547,-34.61016082763672
3qgzc5bo,devoted-sweep-314,64,16,72,-19.241310119628903,-34.24586868286133
2ueywxt2,ancient-sweep-315,64,16,90,-20.594377517700195,-34.212223052978516
49zruyo1,sandy-sweep-287,64,4,72,-18.025270462036133,-34.50300216674805
unhv2fu8,fluent-sweep-269,32,20,72,-19.904565811157227,-34.3222541809082
aup7j9p9,noble-sweep-298,64,8,2,-28.144603729248047,-34.49213790893555
4t97cq3p,fancy-sweep-283,64,4,16,-19.514936447143555,-34.51551055908203
jrow8wpo,devoted-sweep-288,64,4,90,-17.787988662719727,-34.36598587036133
079w18u7,sandy-sweep-289,64,6,2,-28.06472396850586,-34.68943405151367
xuecl12d,avid-sweep-299,64,8,4,-24.619321823120117,-34.6580810546875
ixp3qfef,youthful-sweep-316,64,20,2,-28.032878875732425,-34.747928619384766
cvymj0cq,desert-sweep-290,64,6,4,-23.94414710998535,-34.68757247924805
2b5a0jgo,hearty-sweep-284,64,4,24,-18.49543571472168,-34.4169807434082
6vrahndc,exalted-sweep-270,32,20,90,-20.31665802001953,-34.50978088378906
k9jyb2nw,denim-sweep-300,64,8,8,-21.28276824951172,-34.9100227355957
yvozm3i7,stilted-sweep-285,64,4,36,-17.413463592529297,-34.7031135559082
4olzy45a,splendid-sweep-271,64,2,2,-28.279300689697266,-34.566192626953125
amvewn6a,swept-sweep-301,64,8,16,-19.07590103149414,-34.942901611328125
vj6cra1w,dulcet-sweep-291,64,6,8,-21.404075622558594,-34.410606384277344
kn1soub3,summer-sweep-286,64,4,48,-17.867860794067383,-34.53067398071289
85owzkgg,proud-sweep-272,64,2,4,-23.88458251953125,-34.56792449951172
0ltivxr3,prime-sweep-287,64,4,72,-17.84151840209961,-34.71579360961914
4p8pej4h,fast-sweep-318,64,20,8,-22.24116325378418,-34.40947341918945
5aaissq0,devoted-sweep-273,64,2,8,-20.87222671508789,-34.59745788574219
he4yjve2,elated-sweep-317,64,20,4,-25.26459503173828,-34.832374572753906
0lwqo2pc,major-sweep-302,64,8,24,-19.328916549682617,-34.45793914794922
03y1wkh9,revived-sweep-303,64,8,36,-18.0977783203125,-34.72968292236328
yll1cekd,denim-sweep-288,64,4,90,-18.666868209838867,-34.359336853027344
a1pyqlnd,cool-sweep-319,64,20,16,-21.22130584716797,-34.63070297241211
h3r8dpz7,usual-sweep-304,64,8,48,-18.54951858520508,-34.76020431518555
dn91ih12,stellar-sweep-292,64,6,16,-19.40643310546875,-34.51355743408203
euirl9w6,true-sweep-274,64,2,16,-19.32280540466309,-34.693809509277344
t5r96266,fine-sweep-293,64,6,24,-18.867307662963867,-34.49400329589844
6jx5j5cp,rich-sweep-275,64,2,24,-18.441038131713867,-34.58095932006836
j93rbs6d,curious-sweep-294,64,6,36,-18.334930419921875,-34.831634521484375
674ajwls,clear-sweep-320,64,20,24,-19.595638275146484,-34.490692138671875
c3vdhl9v,peach-sweep-305,64,8,72,-18.75739097595215,-34.280967712402344
6rcq5j2s,sage-sweep-306,64,8,90,-18.870664596557617,-34.63469696044922
b9srvw8v,true-sweep-289,64,6,2,-27.962743759155273,-34.7794189453125
x95901s7,fresh-sweep-295,64,6,48,-18.10036849975586,-34.58625030517578
nht3fxzd,northern-sweep-296,64,6,72,-18.982112884521484,-34.32756423950195
127j088e,jumping-sweep-276,64,2,36,-18.879444122314453,-34.79792404174805
h7cok6lg,spring-sweep-290,64,6,4,-24.3031005859375,-34.6558952331543
howfgj7b,balmy-sweep-291,64,6,8,-21.758689880371097,-34.551815032958984
474v5nrx,clear-sweep-321,64,20,36,-20.316377639770508,-34.54011535644531
198u412b,stoic-sweep-307,64,16,2,-27.930505752563477,-34.887847900390625
k8qqb5ak,rich-sweep-277,64,2,48,-17.769968032836914,-34.645721435546875
vjunpj99,swept-sweep-292,64,6,16,-19.492897033691406,-34.60884094238281
9j4m2946,easy-sweep-308,64,16,4,-23.687036514282227,-34.947330474853516
1ak5iz13,floral-sweep-309,64,16,8,-21.880348205566406,-34.7429084777832
qxn3ok2d,clean-sweep-293,64,6,24,-19.231704711914062,-34.71460723876953
j1f5491o,polished-sweep-278,64,2,72,-17.919343948364258,-34.75624084472656
068ltb2j,gallant-sweep-322,64,20,48,-20.584856033325195,-34.333595275878906
gd48lscm,kind-sweep-279,64,2,90,-18.01459312438965,-34.74107360839844
0hy03nrk,vital-sweep-297,64,6,90,-18.3155574798584,-34.55097579956055
i53s4ijn,stoic-sweep-323,64,20,72,-20.785818099975582,-34.14183044433594
nkd0ejf5,crisp-sweep-298,64,8,2,-27.73133850097656,-34.82320785522461
zyayjl64,swift-sweep-299,64,8,4,-25.965572357177734,-34.27777862548828
03385hls,dark-sweep-310,64,16,16,-20.227460861206055,-34.589508056640625
rwnm4na0,rosy-sweep-324,64,20,90,-21.984817504882812,-34.3013916015625
zjbcvjis,distinctive-sweep-311,64,16,24,-19.271987915039062,-34.94010925292969
ngrygprj,sweepy-sweep-300,64,8,8,-22.089672088623047,-34.480106353759766
3g8g6nd5,fragrant-sweep-280,64,4,2,-27.772789001464844,-34.705413818359375
k7a9brfl,rural-sweep-294,64,6,36,-18.261146545410156,-34.35614013671875
2lv27w3j,fallen-sweep-295,64,6,48,-18.19536399841309,-34.54890060424805
kor8y0uw,worldly-sweep-297,64,6,90,-18.403087615966797,-34.15534591674805
krtyqs2m,hopeful-sweep-296,64,6,72,-18.91058921813965,-34.67237091064453
rok982xl,worldly-sweep-281,64,4,4,-24.15760040283203,-34.57725143432617
c2tcnf3u,rural-sweep-301,64,8,16,-19.830547332763672,-34.429405212402344
dp7cn8ud,helpful-sweep-313,64,16,48,-19.979372024536133,-34.366981506347656
o22u3oeu,wise-sweep-325,96,2,2,-28.175195693969727,-34.39101028442383
oqadjm9g,mild-sweep-312,64,16,36,-19.007057189941406,-34.41600036621094
ha9hya49,jolly-sweep-282,64,4,8,-21.760278701782227,-34.45415496826172
0y17lwne,worldly-sweep-314,64,16,72,-20.047138214111328,-34.53899383544922
f188txrp,lucky-sweep-326,96,2,4,-24.330705642700195,-34.41218566894531
wzlps71w,spring-sweep-302,64,8,24,-19.10565757751465,-34.34966278076172
6m40geea,charmed-sweep-298,64,8,2,-27.880603790283203,-34.96113204956055
7m3fqkoq,dark-sweep-315,64,16,90,-21.922210693359375,-34.15840530395508
qebx5pzj,eager-sweep-303,64,8,36,-19.064533233642575,-34.61848068237305
spgp94jp,peach-sweep-327,96,2,8,-21.744047164916992,-34.44522476196289
80wip103,hopeful-sweep-304,64,8,48,-19.134653091430664,-34.549312591552734
xw6vuskw,fanciful-sweep-316,64,20,2,-28.63841438293457,-34.447021484375
gzgi1cmy,rose-sweep-328,96,2,16,-19.3695011138916,-34.36663055419922
xhwutclo,swift-sweep-329,96,2,24,-19.07318687438965,-34.308021545410156
pisk60e7,quiet-sweep-283,64,4,16,-19.53990936279297,-34.474212646484375
1uri56k8,faithful-sweep-284,64,4,24,-18.758052825927734,-34.58772277832031
5y6t1ibo,winter-sweep-305,64,8,72,-18.223745346069336,-34.35037612915039
g46yuazu,laced-sweep-300,64,8,8,-22.081430435180664,-34.43745040893555
t35e94dj,zany-sweep-299,64,8,4,-24.092426300048828,-34.61142349243164
pv0thnfe,lilac-sweep-285,64,4,36,-18.025211334228516,-34.52703094482422
7m95aehu,good-sweep-286,64,4,48,-18.01018524169922,-34.692039489746094
6zoitkfe,graceful-sweep-317,64,20,4,-25.276931762695312,-34.534854888916016
7le64mt8,resilient-sweep-318,64,20,8,-23.00008773803711,-34.4969367980957
xisxqfbz,morning-sweep-306,64,8,90,-19.339149475097656,-34.4685173034668
mgq9rxqn,lilac-sweep-301,64,8,16,-19.737239837646484,-34.72678756713867
lqq96fw0,wise-sweep-307,64,16,2,-28.40548515319824,-34.59893035888672
j3g0laj2,logical-sweep-308,64,16,4,-23.87541961669922,-34.6871337890625
fmcfha18,vital-sweep-302,64,8,24,-18.925352096557617,-34.70894241333008
ojewcw3s,swift-sweep-309,64,16,8,-21.238967895507812,-34.613224029541016
xt8blluo,elated-sweep-287,64,4,72,-17.820213317871094,-34.293548583984375
67ebpxjx,prime-sweep-330,96,2,36,-18.62178611755371,-34.603580474853516
xl6h8voa,flowing-sweep-319,64,20,16,-20.97637367248535,-34.63399124145508
cdfa8xip,dry-sweep-331,96,2,48,-18.520816802978516,-34.24171447753906
vjq58gq5,dazzling-sweep-332,96,2,72,-18.016632080078125,-34.80326843261719
hkjm57c9,glowing-sweep-303,64,8,36,-18.040592193603516,-34.51154708862305
rrl25iuq,fallen-sweep-304,64,8,48,-18.556671142578125,-34.63850021362305
wdjeymv5,silvery-sweep-320,64,20,24,-19.55170249938965,-34.652774810791016
iel9t4ca,expert-sweep-321,64,20,36,-20.35243225097656,-34.55802917480469
zoicsv33,proud-sweep-288,64,4,90,-18.089523315429688,-34.671119689941406
8w4z32ti,crisp-sweep-305,64,8,72,-18.262582778930664,-34.23937225341797
d6pcauu3,dutiful-sweep-333,96,2,90,-18.509294509887695,-34.29167938232422
5cytr7pc,resilient-sweep-289,64,6,2,-28.2359676361084,-34.50908660888672
0hqqzigu,flowing-sweep-334,96,4,2,-28.16149520874023,-34.47834014892578
8r6cn97w,comfy-sweep-290,64,6,4,-24.28304100036621,-34.39884948730469
6grclpsh,decent-sweep-322,64,20,48,-19.789173126220703,-34.45882034301758
hi0ih07q,azure-sweep-310,64,16,16,-19.912622451782227,-34.519840240478516
qpcxutth,magic-sweep-311,64,16,24,-19.430187225341797,-34.50167465209961
mp0uqnpg,lyric-sweep-312,64,16,36,-19.653480529785156,-34.499595642089844
o61e8211,revived-sweep-306,64,8,90,-19.264848709106445,-34.61228561401367
0be0zigw,cosmic-sweep-323,64,20,72,-21.599441528320312,-34.129188537597656
y9bdru1s,fine-sweep-324,64,20,90,-22.805274963378903,-33.86433410644531
fe658qp6,avid-sweep-325,96,2,2,-28.91948509216309,-33.92852020263672
ke26ou9n,different-sweep-313,64,16,48,-19.436317443847656,-34.62013244628906
b0xomwkt,restful-sweep-307,64,16,2,-28.576557159423828,-34.59784698486328
ss6b8v9g,unique-sweep-291,64,6,8,-21.779491424560547,-34.5470085144043
vwqp0zod,robust-sweep-314,64,16,72,-19.789356231689453,-34.639007568359375
8ijkl56o,royal-sweep-308,64,16,4,-24.52308464050293,-34.61692810058594
5rz4lpua,still-sweep-292,64,6,16,-19.551982879638672,-34.72886276245117
sj32e0vo,bumbling-sweep-293,64,6,24,-18.89946746826172,-34.41399002075195
w5win40n,crimson-sweep-309,64,16,8,-22.3081111907959,-34.72390365600586
7u30dvdr,olive-sweep-326,96,2,4,-24.23933219909668,-34.5819091796875
brtnynxh,azure-sweep-336,96,4,8,-22.079877853393555,-34.33208465576172
q1vaok8p,misunderstood-sweep-335,96,4,4,-24.122848510742188,-34.49245071411133
tf4p6xv7,dark-sweep-337,96,4,16,-19.77448272705078,-34.77989959716797
h7zxu5x4,vague-sweep-294,64,6,36,-17.848115921020508,-34.715118408203125
icbw75jn,vibrant-sweep-327,96,2,8,-20.835039138793945,-34.543365478515625
z350yt18,glowing-sweep-315,64,16,90,-21.15180015563965,-34.05544662475586
zm7k1j99,dazzling-sweep-310,64,16,16,-20.103553771972656,-34.779388427734375
cjxhk17m,icy-sweep-316,64,20,2,-28.21137428283691,-34.79024124145508
sikcxcsg,amber-sweep-317,64,20,4,-23.996801376342773,-34.651973724365234
0hyfqa1h,stellar-sweep-295,64,6,48,-17.702611923217773,-34.4520263671875
fu4wufnv,fast-sweep-339,96,4,36,-18.489322662353516,-34.7369384765625
kx5jcbqu,sweepy-sweep-338,96,4,24,-19.27037239074707,-34.355369567871094
novpt9i8,likely-sweep-296,64,6,72,-17.941307067871094,-34.688201904296875
jx7y1jtc,proud-sweep-311,64,16,24,-20.485624313354492,-34.59608459472656
apupwcdn,fiery-sweep-328,96,2,16,-19.146900177001953,-34.57835006713867
tgqk13z3,fresh-sweep-329,96,2,24,-18.544431686401367,-34.1380500793457
09qfwe15,gentle-sweep-297,64,6,90,-17.914499282836914,-34.11875915527344
z1h5ir7y,charmed-sweep-330,96,2,36,-19.31249237060547,-34.65636444091797
93h57qc9,fresh-sweep-312,64,16,36,-19.43699073791504,-34.57185745239258
5w6p80g1,summer-sweep-331,96,2,48,-18.627735137939453,-34.13380432128906
owq4y8tc,devout-sweep-340,96,4,48,-18.578014373779297,-34.19880294799805
cmiwfete,expert-sweep-313,64,16,48,-20.143171310424805,-34.09421920776367
j2z09oxn,firm-sweep-318,64,20,8,-22.650415420532227,-34.3114013671875
599v5mi7,laced-sweep-314,64,16,72,-20.096479415893555,-34.2427864074707
pfo40ehm,copper-sweep-319,64,20,16,-20.42510986328125,-34.4107780456543
uzh8c1ew,cerulean-sweep-320,64,20,24,-20.07332420349121,-34.601356506347656
5d84egpo,sweepy-sweep-321,64,20,36,-20.37057113647461,-34.19807434082031
9qn898rs,amber-sweep-341,96,4,72,-18.575883865356445,-34.262271881103516
m8q7w9y2,driven-sweep-332,96,2,72,-18.885807037353516,-34.72349166870117
82pyyfd7,different-sweep-342,96,4,90,-18.80477523803711,-34.36079025268555
9itohh18,playful-sweep-298,64,8,2,-28.256635665893555,-34.64857482910156
cyiygat5,kind-sweep-299,64,8,4,-24.913509368896484,-34.582672119140625
059l293t,rosy-sweep-315,64,16,90,-20.687820434570312,-33.89479446411133
fqv1de71,distinctive-sweep-316,64,20,2,-28.372955322265625,-34.6719856262207
i3he9k1l,fearless-sweep-333,96,2,90,-18.191190719604492,-34.35211181640625
cdmsy10m,generous-sweep-334,96,4,2,-28.200244903564453,-34.594207763671875
c0473f8o,atomic-sweep-322,64,20,48,-20.08808708190918,-34.25698471069336
2w41qjvs,charmed-sweep-317,64,20,4,-24.297760009765625,-34.62887191772461
mzu4s5wt,worldly-sweep-335,96,4,4,-24.22896194458008,-34.4449348449707
9rsatm7z,ruby-sweep-336,96,4,8,-21.393007278442383,-34.87546157836914
bfo0ibv6,winter-sweep-323,64,20,72,-21.228755950927734,-34.13784408569336
wissuud9,wandering-sweep-343,96,6,2,-28.245189666748047,-34.49138641357422
6d78mgs8,exalted-sweep-344,96,6,4,-24.171232223510746,-34.84766387939453
peoljbtv,glowing-sweep-324,64,20,90,-22.052270889282227,-33.983421325683594
cjr7wrti,charmed-sweep-345,96,6,8,-21.37481117248535,-34.396697998046875
xmjrol11,summer-sweep-325,96,2,2,-28.633338928222656,-34.54962921142578
ev085stt,clear-sweep-300,64,8,8,-21.451560974121097,-34.52488327026367
6ovg1pv9,fallen-sweep-318,64,20,8,-22.66378593444824,-34.63564682006836
oav0gz76,mild-sweep-337,96,4,16,-19.72464942932129,-34.43134307861328
2hpnwxmn,firm-sweep-319,64,20,16,-20.754465103149418,-34.39633560180664
u42cx06p,pleasant-sweep-326,96,2,4,-23.615942001342773,-34.51175308227539
2i7c4g3v,wise-sweep-301,64,8,16,-19.920747756958008,-34.51621627807617
1ai8xdtu,copper-sweep-320,64,20,24,-20.148786544799805,-34.34467697143555
hjh4q86g,flowing-sweep-338,96,4,24,-19.264747619628903,-34.40070724487305
zy4o08o8,misunderstood-sweep-339,96,4,36,-18.178232192993164,-34.59469985961914
4v289s68,kind-sweep-327,96,2,8,-21.33426856994629,-34.29016876220703
4ceb30u1,mild-sweep-340,96,4,48,-18.431060791015625,-34.232872009277344
begl3ras,skilled-sweep-321,64,20,36,-20.11130714416504,-34.64517593383789
wo7bwahw,rare-sweep-322,64,20,48,-20.940174102783203,-34.30753707885742
6b26tn26,young-sweep-346,96,6,16,-19.527441024780273,-34.510345458984375
9ypjz2ge,ethereal-sweep-328,96,2,16,-19.296977996826172,-34.54316329956055
iiydx6ni,golden-sweep-303,64,8,36,-18.767881393432617,-34.78269577026367
ov0omlvq,skilled-sweep-329,96,2,24,-18.75131607055664,-34.472137451171875
weqlj640,rose-sweep-302,64,8,24,-18.184289932250977,-34.51112365722656
9q2r2wnt,sweet-sweep-347,96,6,24,-18.98297882080078,-34.39503860473633
40qvun37,fiery-sweep-330,96,2,36,-18.99665641784668,-34.08386993408203
58z8y2zx,super-sweep-341,96,4,72,-18.20580291748047,-34.20049285888672
kjwfpezm,clean-sweep-348,96,6,36,-19.374296188354492,-34.24775314331055
5o4yktrr,divine-sweep-349,96,6,48,-18.381092071533203,-34.29079818725586
o8l0zdil,proud-sweep-304,64,8,48,-18.248477935791016,-34.822837829589844
uadwngpz,pretty-sweep-342,96,4,90,-17.889989852905273,-34.28843688964844
mdlf0svi,polished-sweep-350,96,6,72,-18.13783264160156,-34.474395751953125
zw28sesl,easy-sweep-331,96,2,48,-18.128721237182617,-34.58005142211914
oxgb8cvv,unique-sweep-323,64,20,72,-22.001890182495117,-34.206146240234375
omwbobb2,confused-sweep-343,96,6,2,-28.39099502563477,-34.54521942138672
dg6j06iy,young-sweep-305,64,8,72,-18.20904541015625,-34.57528305053711
jp7ktx6r,iconic-sweep-324,64,20,90,-21.46504783630371,-34.110897064208984
sxwaaght,unique-sweep-325,96,2,2,-27.635229110717773,-34.697391510009766
x27cb32r,colorful-sweep-344,96,6,4,-24.148305892944336,-34.73889923095703
d5xe8m8g,serene-sweep-332,96,2,72,-19.20296287536621,-34.041221618652344
9upepkjw,jolly-sweep-333,96,2,90,-18.377283096313477,-34.17680740356445
rn1ieigi,rich-sweep-345,96,6,8,-21.044387817382812,-34.678680419921875
x7cywvte,splendid-sweep-326,96,2,4,-24.39279556274414,-34.573974609375
q5flzjay,super-sweep-306,64,8,90,-18.411319732666016,-34.6149787902832
ssuoenrv,serene-sweep-307,64,16,2,-27.851438522338867,-34.7278938293457
lyiw9k5g,decent-sweep-334,96,4,2,-28.31503677368164,-34.45931625366211
ue7vc22r,driven-sweep-308,64,16,4,-24.7333927154541,-34.304283142089844
9lo5xmny,wild-sweep-346,96,6,16,-19.57326889038086,-34.7541618347168
gqw7yv58,fresh-sweep-327,96,2,8,-21.078046798706055,-34.655311584472656
397qa3r5,ethereal-sweep-352,96,8,2,-28.32188415527344,-34.57061004638672
97afw0ma,astral-sweep-351,96,6,90,-18.793872833251953,-34.447837829589844
bpx5oq03,vivid-sweep-335,96,4,4,-23.556398391723633,-34.49909210205078
n8uzpfuq,snowy-sweep-347,96,6,24,-19.145336151123047,-34.473289489746094
x1srnpm0,avid-sweep-353,96,8,4,-24.600439071655273,-34.40901565551758
7nrtfm7f,fine-sweep-354,96,8,8,-21.093639373779297,-34.9045295715332
0vvlckdh,different-sweep-328,96,2,16,-19.96909523010254,-34.35294723510742
xopniwwq,vague-sweep-348,96,6,36,-19.15083885192871,-34.55210494995117
ugond3an,fanciful-sweep-336,96,4,8,-21.734968185424805,-34.23054504394531
h1wyn1y4,winter-sweep-329,96,2,24,-18.741579055786133,-34.293338775634766
3le1tvsh,dandy-sweep-349,96,6,48,-18.15211296081543,-34.22124481201172
4vr4az0w,graceful-sweep-337,96,4,16,-19.421945571899418,-34.554290771484375
q5700iag,dainty-sweep-309,64,16,8,-22.18083381652832,-34.611663818359375
j69m62bo,smooth-sweep-310,64,16,16,-20.32706642150879,-34.54011154174805
93e0mjqw,leafy-sweep-330,96,2,36,-18.752094268798828,-34.565208435058594
1271x25z,prime-sweep-350,96,6,72,-17.832761764526367,-34.6260871887207
w61kbp8l,misty-sweep-331,96,2,48,-18.39512825012207,-34.401649475097656
j0e09zui,ancient-sweep-338,96,4,24,-19.31009292602539,-34.50551986694336
jdboudqn,fine-sweep-339,96,4,36,-18.167804718017575,-34.78709411621094
odjff56z,trim-sweep-311,64,16,24,-19.843185424804688,-34.7377815246582
i7y9zaly,helpful-sweep-312,64,16,36,-18.88683319091797,-34.849937438964844
1rnf22nr,sandy-sweep-340,96,4,48,-18.139673233032227,-34.52635192871094
xwz0nmbk,dulcet-sweep-355,96,8,16,-20.3692684173584,-34.750179290771484
x8dfhwqm,sleek-sweep-332,96,2,72,-19.1973819732666,-34.240638732910156
87v3ixjv,glad-sweep-333,96,2,90,-17.601991653442383,-34.648868560791016
k1vs6g11,dulcet-sweep-351,96,6,90,-18.87609100341797,-34.3675537109375
0q8stmnk,lively-sweep-313,64,16,48,-19.7684383392334,-34.33224868774414
rn8n7arb,clean-sweep-352,96,8,2,-28.10955047607422,-34.484622955322266
wjiqoht8,young-sweep-353,96,8,4,-24.642017364501953,-34.25566101074219
fcyxb8eo,worthy-sweep-341,96,4,72,-18.23639488220215,-34.291770935058594
c31ujl34,spring-sweep-356,96,8,24,-19.663036346435547,-34.23552322387695
izw0w3m7,lucky-sweep-314,64,16,72,-20.713542938232425,-34.379764556884766
2z1l864v,restful-sweep-334,96,4,2,-28.1846866607666,-34.66665267944336
88s6s6hi,grateful-sweep-357,96,8,36,-18.67522621154785,-34.25528335571289
f1gek6vs,ancient-sweep-358,96,8,48,-17.92261505126953,-34.38011932373047
hetifhdm,divine-sweep-359,96,8,72,-19.624513626098633,-34.25270462036133
pqzpxm9p,volcanic-sweep-342,96,4,90,-18.19622230529785,-34.08482360839844
tlggey7g,expert-sweep-354,96,8,8,-22.036306381225582,-34.5971794128418
m1vbwq3u,silvery-sweep-335,96,4,4,-24.18876266479492,-34.7371711730957
qdwu41ho,laced-sweep-343,96,6,2,-28.89899253845215,-34.16695022583008
odtiv37h,clean-sweep-336,96,4,8,-21.276826858520508,-34.588401794433594
htmk2wz8,deep-sweep-315,64,16,90,-19.789493560791016,-34.10200119018555
kqon1un2,wobbly-sweep-344,96,6,4,-24.535675048828125,-34.465370178222656
s5v1i7kc,deft-sweep-345,96,6,8,-22.076705932617188,-34.53751754760742
jsyi7i5w,zesty-sweep-337,96,4,16,-20.018817901611328,-34.623329162597656
6vs8vhgl,divine-sweep-355,96,8,16,-19.838146209716797,-34.538822174072266
t5iou7u0,soft-sweep-356,96,8,24,-19.70144844055176,-34.22429275512695
a2adpng2,eternal-sweep-357,96,8,36,-19.015945434570312,-34.37810134887695
dqhqpo1g,youthful-sweep-316,64,20,2,-27.85816764831543,-34.742218017578125
k7g24zy9,summer-sweep-317,64,20,4,-23.941343307495117,-34.52271270751953
fubigfq1,peachy-sweep-346,96,6,16,-18.7706298828125,-34.565673828125
2jvitepv,summer-sweep-338,96,4,24,-19.256614685058594,-34.626976013183594
j709kqd6,fast-sweep-347,96,6,24,-19.28889274597168,-34.84339141845703
12n31fck,brisk-sweep-339,96,4,36,-18.685293197631836,-34.206871032714844
3uozzr5c,cerulean-sweep-358,96,8,48,-19.33692741394043,-34.47824478149414
aa5pf4gn,sparkling-sweep-360,96,8,90,-19.856258392333984,-34.058048248291016
nfz2fqf4,elated-sweep-359,96,8,72,-19.493846893310547,-33.85647201538086
uuw3avy9,drawn-sweep-318,64,20,8,-21.217498779296875,-34.833187103271484
tn3ffiad,floral-sweep-361,96,16,2,-28.395681381225582,-34.48460006713867
3evsrygb,rosy-sweep-362,96,16,4,-24.225263595581055,-34.6567268371582
h1x1yxxt,super-sweep-348,96,6,36,-19.13296890258789,-34.29448318481445
cijtpkz2,fine-sweep-363,96,16,8,-21.889171600341797,-34.54704284667969
pjq5j98o,toasty-sweep-340,96,4,48,-18.68006896972656,-34.3538818359375
q4x81xte,pretty-sweep-341,96,4,72,-18.44515609741211,-34.49307632446289
frcy5or1,deep-sweep-319,64,20,16,-20.801820755004883,-34.42034912109375
drfjwu0n,breezy-sweep-342,96,4,90,-18.15561866760254,-34.22427749633789
6uuivg15,pious-sweep-349,96,6,48,-18.71178817749023,-34.403385162353516
ylow9wbx,super-sweep-320,64,20,24,-19.624099731445312,-34.5776481628418
nboco2c3,still-sweep-350,96,6,72,-18.966609954833984,-34.151737213134766
