id,name,k1,k2,k3,avg_test_ll,avg_lp.min
eukw0voq,trim-sweep-1,2,2,2,-29.22270393371582,-35.48884963989258
f20z9gmp,sage-sweep-2,2,2,4,-27.763206481933594,-35.23694610595703
ov0jy7yy,bumbling-sweep-3,2,2,8,-27.499195098876953,-35.28035354614258
p9ptkxce,fragrant-sweep-4,2,2,16,-27.474853515625,-35.02783966064453
f03y8qor,dauntless-sweep-5,2,2,24,-27.237316131591797,-34.701698303222656
9gvgtoas,woven-sweep-6,2,2,36,-27.43389320373535,-35.107791900634766
zbzbp603,woven-sweep-7,2,2,48,-28.10738754272461,-34.771385192871094
tjmyiy7d,fiery-sweep-8,2,2,72,-26.78786849975586,-34.820281982421875
qt2mp2f7,ancient-sweep-9,2,2,90,-27.07377815246582,-34.90925979614258
hxicw3s4,vital-sweep-10,2,4,2,-28.965267181396484,-35.347835540771484
xz6e5h3f,zesty-sweep-11,2,4,4,-27.757204055786133,-35.09992980957031
87l354w9,treasured-sweep-12,2,4,8,-27.202383041381836,-34.873497009277344
gwwm7pla,breezy-sweep-14,2,4,24,-27.09364128112793,-35.04096603393555
jjma9b55,vague-sweep-13,2,4,16,-27.851430892944336,-35.25627136230469
tyw6w7fw,wobbly-sweep-15,2,4,36,-27.545873641967773,-34.9902229309082
1ckc6hw9,faithful-sweep-16,2,4,48,-27.12974548339844,-34.92934799194336
6l2wfmfb,lemon-sweep-17,2,4,72,-27.12860679626465,-34.83152770996094
33x78079,flowing-sweep-20,2,6,4,-27.191871643066406,-35.17538070678711
3g25f5uq,upbeat-sweep-19,2,6,2,-28.006486892700195,-35.25553512573242
cpikyf12,lively-sweep-18,2,4,90,-27.640071868896484,-34.38079833984375
ucdmaox3,usual-sweep-21,2,6,8,-27.76620101928711,-35.15302658081055
pwolt694,cosmic-sweep-22,2,6,16,-27.535715103149418,-35.335933685302734
f0muzw3d,sage-sweep-24,2,6,36,-27.85009765625,-34.52326202392578
fy7eslta,revived-sweep-23,2,6,24,-28.241363525390625,-35.02741622924805
w7wuc1c0,solar-sweep-25,2,6,48,-27.63996124267578,-34.61656188964844
2rl0twk1,light-sweep-26,2,6,72,-27.69017219543457,-34.91996383666992
iq1r2nd3,easy-sweep-27,2,6,90,-27.437345504760746,-34.96437072753906
gafgsy5g,sunny-sweep-28,2,8,2,-28.53383445739746,-34.996337890625
52hrmxax,devout-sweep-30,2,8,8,-27.260515213012695,-35.127281188964844
m9ybwt5w,stoic-sweep-29,2,8,4,-27.5772705078125,-35.07230758666992
8bmi023m,dutiful-sweep-31,2,8,16,-27.18158531188965,-35.2375373840332
hcvwvhsa,sweet-sweep-32,2,8,24,-27.548303604125977,-35.042938232421875
mij6772e,zesty-sweep-33,2,8,36,-27.573965072631836,-35.19424819946289
nebuw0ki,trim-sweep-34,2,8,48,-27.15832138061523,-34.502803802490234
wdrcxgc7,fanciful-sweep-35,2,8,72,-27.868839263916016,-34.42780303955078
380eblt6,fresh-sweep-36,2,8,90,-28.086015701293945,-34.546627044677734
swk8loip,denim-sweep-37,2,16,2,-28.425085067749023,-34.98707962036133
kr94suiz,icy-sweep-38,2,16,4,-27.35102653503418,-34.819183349609375
u1g9g3lt,quiet-sweep-39,2,16,8,-27.115264892578125,-34.76200866699219
3p665apw,classic-sweep-40,2,16,16,-27.507963180541992,-35.08271789550781
77lasqeo,stilted-sweep-41,2,16,24,-27.61486434936523,-34.807212829589844
malsvpf1,eternal-sweep-42,2,16,36,-27.099031448364254,-34.74044418334961
var8rbdj,rural-sweep-43,2,16,48,-27.227144241333008,-34.6086311340332
lpp0zeeo,magic-sweep-44,2,16,72,-27.84800148010254,-34.82734298706055
s0t4h3o8,trim-sweep-45,2,16,90,-27.911962509155273,-34.964271545410156
21pxk3ub,legendary-sweep-46,2,20,2,-27.852249145507812,-35.133392333984375
0wja16mp,dazzling-sweep-47,2,20,4,-27.129819869995117,-34.962100982666016
vgnmsbyo,eager-sweep-48,2,20,8,-27.02486991882324,-35.20802688598633
kopitoxg,sparkling-sweep-49,2,20,16,-27.626195907592773,-35.135860443115234
fbe2wj73,quiet-sweep-50,2,20,24,-27.50775909423828,-34.847816467285156
08ja40vm,youthful-sweep-51,2,20,36,-27.651098251342773,-34.51997756958008
u1km7yld,comic-sweep-52,2,20,48,-27.881860733032227,-34.514076232910156
fifmapnb,snowy-sweep-53,2,20,72,-27.982192993164062,-34.83559799194336
qee0a6yn,cerulean-sweep-54,2,20,90,-27.233034133911133,-34.64594650268555
7b7kndnv,helpful-sweep-55,4,2,2,-28.63182830810547,-35.154136657714844
hfgiowi5,still-sweep-56,4,2,4,-24.51735496520996,-35.2581787109375
e12uo1oo,eager-sweep-57,4,2,8,-23.214506149291992,-35.33829879760742
hvsfx6p2,flowing-sweep-58,4,2,16,-24.240318298339844,-34.957218170166016
lsdzyazw,graceful-sweep-59,4,2,24,-24.002716064453125,-35.32728576660156
nbzoueyz,stoic-sweep-60,4,2,36,-24.20827865600586,-35.2818603515625
9gosmaj6,bumbling-sweep-61,4,2,48,-24.014678955078125,-34.854949951171875
yamfa91u,celestial-sweep-62,4,2,72,-23.83926773071289,-34.873191833496094
rv3entni,rose-sweep-63,4,2,90,-23.17130470275879,-34.87820816040039
pk98hx6j,sage-sweep-64,4,4,2,-27.949678421020508,-35.06962585449219
t0mpqlix,fiery-sweep-65,4,4,4,-25.348434448242188,-35.268157958984375
3uobi3iq,happy-sweep-66,4,4,8,-23.019067764282227,-34.92308807373047
i4qokqkv,neat-sweep-67,4,4,16,-22.99785423278809,-35.34832763671875
qdw9b26h,colorful-sweep-68,4,4,24,-23.31560516357422,-34.77968978881836
1b027uot,atomic-sweep-69,4,4,36,-23.095212936401367,-35.0924186706543
chbjwlkn,cerulean-sweep-70,4,4,48,-23.07135581970215,-34.73952865600586
azji6grh,desert-sweep-71,4,4,72,-23.62615203857422,-34.72500228881836
k7tfi8o2,proud-sweep-72,4,4,90,-22.930580139160156,-34.26787567138672
4n2mgbdw,swift-sweep-73,4,6,2,-27.971004486083984,-35.37774658203125
5ldpsc33,radiant-sweep-74,4,6,4,-25.105976104736328,-35.272064208984375
dkz9l61o,bright-sweep-75,4,6,8,-23.186664581298828,-35.041107177734375
4ljw2hek,toasty-sweep-76,4,6,16,-23.24427604675293,-34.937721252441406
fcy290e3,logical-sweep-77,4,6,24,-22.79519844055176,-34.426605224609375
02ypdhxv,copper-sweep-78,4,6,36,-24.106468200683594,-35.049285888671875
d2xr67e4,bumbling-sweep-79,4,6,48,-23.008132934570312,-34.70511245727539
epznf393,copper-sweep-80,4,6,72,-23.19970703125,-34.54322814941406
a0i7lzyb,elated-sweep-81,4,6,90,-23.54248809814453,-34.75920867919922
17lst8k1,electric-sweep-82,4,8,2,-27.632604598999023,-35.28395080566406
ijmgsuo1,stellar-sweep-83,4,8,4,-24.910839080810547,-35.04579544067383
bh29hm1k,hopeful-sweep-84,4,8,8,-23.201528549194336,-34.91093444824219
7c0p8pck,clear-sweep-86,4,8,24,-22.855432510375977,-35.129859924316406
4ooj8cua,ruby-sweep-88,4,8,48,-22.82646942138672,-34.931209564208984
p4189hb7,restful-sweep-89,4,8,72,-24.47049903869629,-34.76233673095703
pfizqzqr,misty-sweep-90,4,8,90,-23.78767204284668,-34.60175704956055
2a5s5t3r,wandering-sweep-91,4,16,2,-28.52907943725586,-35.338348388671875
mfravest,crisp-sweep-92,4,16,4,-24.554935455322266,-34.719417572021484
q410oll7,rosy-sweep-93,4,16,8,-22.620359420776367,-34.887718200683594
21y2uoir,trim-sweep-94,4,16,16,-22.989818572998047,-35.11777114868164
5j4zshug,zany-sweep-95,4,16,24,-23.71309471130371,-34.88101577758789
bleb5mh8,zesty-sweep-96,4,16,36,-22.806211471557617,-34.659034729003906
j7ztl5p3,snowy-sweep-97,4,16,48,-24.141826629638672,-34.41940689086914
86nmfmya,smart-sweep-98,4,16,72,-23.307910919189453,-34.54100036621094
7oqjnv97,treasured-sweep-99,4,16,90,-23.285120010375977,-34.94973373413086
w2feb0ch,still-sweep-100,4,20,2,-28.43175506591797,-34.679264068603516
bhd1163o,fresh-sweep-101,4,20,4,-25.229963302612305,-34.92433166503906
5yg24ch4,generous-sweep-102,4,20,8,-22.545698165893555,-34.91664123535156
5gwfpn8m,scarlet-sweep-103,4,20,16,-22.842498779296875,-34.82687759399414
h4vh2gk3,feasible-sweep-104,4,20,24,-23.02020835876465,-34.79568862915039
0imui219,whole-sweep-106,4,20,48,-23.919504165649418,-34.75050354003906
8xxi3pdu,dandy-sweep-105,4,20,36,-23.097652435302734,-34.5399169921875
djtbrjx7,winter-sweep-107,4,20,72,-22.71455192565918,-34.89118957519531
ol89c643,glad-sweep-108,4,20,90,-23.28406143188477,-34.80667495727539
h3fve0q2,fragrant-sweep-109,8,2,2,-28.20640754699707,-34.775970458984375
yqqt5gns,mild-sweep-110,8,2,4,-24.051637649536133,-35.285736083984375
54pzonhl,celestial-sweep-111,8,2,8,-20.720659255981445,-34.813724517822266
hjxtgmt8,trim-sweep-112,8,2,16,-20.367521286010746,-34.84720230102539
r369ejpn,glorious-sweep-113,8,2,24,-21.072568893432617,-34.68461608886719
bvg5yvd3,cool-sweep-114,8,2,36,-20.51469993591309,-34.78128433227539
tqjeirv7,sweet-sweep-115,8,2,48,-20.88762092590332,-34.70735168457031
x8ehvwjx,unique-sweep-116,8,2,72,-20.50537872314453,-34.9788932800293
xs32hj6z,woven-sweep-117,8,2,90,-20.555450439453125,-34.76066589355469
7ucka08b,soft-sweep-118,8,4,2,-28.746356964111328,-35.07691192626953
5mgb7tpo,restful-sweep-120,8,4,8,-20.757787704467773,-35.09709548950195
9tb4y8rh,glorious-sweep-119,8,4,4,-24.57506561279297,-35.17145919799805
xved1vqn,amber-sweep-121,8,4,16,-20.6284122467041,-35.08894729614258
urh84go9,vague-sweep-122,8,4,24,-20.432785034179688,-34.75324630737305
nqfmn60m,lunar-sweep-123,8,4,36,-19.998233795166016,-34.6956672668457
t0if1ps9,electric-sweep-124,8,4,48,-20.510730743408203,-35.009037017822266
91hod6t5,polished-sweep-125,8,4,72,-20.662662506103516,-34.9825439453125
ih3t4q7n,soft-sweep-126,8,4,90,-19.815704345703125,-34.97883987426758
10ffiiqo,revived-sweep-127,8,6,2,-27.95552635192871,-34.80303955078125
aepe7em9,splendid-sweep-128,8,6,4,-23.67409324645996,-34.85356903076172
qpclkomm,lunar-sweep-129,8,6,8,-21.30425262451172,-34.95554733276367
hgcimrfe,comfy-sweep-131,8,6,24,-20.136962890625,-34.78818893432617
hvlgqub3,distinctive-sweep-130,8,6,16,-20.487974166870117,-34.82355880737305
s7mdansg,twilight-sweep-132,8,6,36,-20.626514434814453,-34.952354431152344
xsdj88rd,major-sweep-133,8,6,48,-20.21015167236328,-34.81999969482422
8lts6ctb,rose-sweep-134,8,6,72,-20.52031135559082,-34.94203567504883
efhzrx84,celestial-sweep-135,8,6,90,-20.156936645507812,-34.66611862182617
f3iofbji,sunny-sweep-136,8,8,2,-28.03689193725586,-35.00550842285156
f624nmgn,ruby-sweep-137,8,8,4,-24.022136688232425,-35.12871551513672
h4mq2ozx,solar-sweep-138,8,8,8,-20.89940071105957,-35.164859771728516
tc9d3idy,ancient-sweep-139,8,8,16,-20.42835235595703,-34.54751205444336
r3z10nud,serene-sweep-140,8,8,24,-19.90937614440918,-34.672542572021484
jed5qp2d,zesty-sweep-141,8,8,36,-20.89638900756836,-34.850303649902344
t9j9j9vf,scarlet-sweep-142,8,8,48,-20.7843017578125,-34.685733795166016
q6aco2vx,earnest-sweep-143,8,8,72,-20.289813995361328,-34.65831756591797
d1ypt5iz,stellar-sweep-144,8,8,90,-19.89240074157715,-34.70622253417969
l5pgvb51,spring-sweep-145,8,16,2,-28.08859062194824,-34.50742721557617
zwrya43x,balmy-sweep-146,8,16,4,-23.490842819213867,-34.948429107666016
zaa1hq2h,dauntless-sweep-147,8,16,8,-21.090560913085938,-34.49995040893555
3h9m90vp,exalted-sweep-148,8,16,16,-20.438091278076172,-35.079341888427734
ppsg3lch,ruby-sweep-149,8,16,24,-19.880897521972656,-34.705509185791016
c4ttpkn2,noble-sweep-150,8,16,36,-20.315265655517575,-34.695072174072266
aj8hht2a,generous-sweep-151,8,16,48,-20.708091735839844,-34.81285095214844
3j3s89gn,lemon-sweep-152,8,16,72,-20.325942993164062,-34.46343231201172
p2bbel4g,flowing-sweep-153,8,16,90,-20.53865623474121,-34.66680908203125
plj543me,electric-sweep-154,8,20,2,-27.783905029296875,-34.932090759277344
xahfb7z8,treasured-sweep-155,8,20,4,-23.586652755737305,-35.0806770324707
nxrmqixx,apricot-sweep-156,8,20,8,-21.46845436096191,-34.659423828125
9lzv2axk,misunderstood-sweep-157,8,20,16,-20.11540985107422,-34.888214111328125
btobn2zj,vocal-sweep-158,8,20,24,-20.874732971191406,-34.97856140136719
sbs7w6g1,polished-sweep-159,8,20,36,-20.595478057861328,-34.76569747924805
3tdv9jlo,eternal-sweep-160,8,20,48,-20.48125267028809,-34.49773025512695
o75i0zb7,scarlet-sweep-161,8,20,72,-20.16668701171875,-34.70371627807617
c3dmfuzc,usual-sweep-162,8,20,90,-20.24527931213379,-34.431610107421875
bzocni0h,misunderstood-sweep-163,16,2,2,-27.791086196899418,-34.871986389160156
ok93s0ff,major-sweep-164,16,2,4,-25.302804946899418,-34.922760009765625
j1w0arhz,wandering-sweep-165,16,2,8,-21.461767196655273,-34.71553421020508
ung0jopu,golden-sweep-166,16,2,16,-19.5009708404541,-34.7663688659668
3qk7zp0h,wobbly-sweep-167,16,2,24,-18.760587692260746,-34.756004333496094
sg0cot7t,robust-sweep-168,16,2,36,-18.950748443603516,-34.7417106628418
bgcvortw,gallant-sweep-169,16,2,48,-18.84894371032715,-34.89051818847656
txf55qt4,lively-sweep-170,16,2,72,-19.14212226867676,-34.922019958496094
6j8sk3kq,silver-sweep-171,16,2,90,-19.234477996826172,-34.966896057128906
z2079fdx,dulcet-sweep-172,16,4,2,-27.922061920166016,-34.85623550415039
gp9szfol,pious-sweep-173,16,4,4,-23.948514938354492,-35.09745407104492
idp1ll0e,classic-sweep-174,16,4,8,-20.997163772583008,-34.591793060302734
bojwpe0t,legendary-sweep-175,16,4,16,-19.642436981201172,-34.90559768676758
0cr4e2sy,vocal-sweep-176,16,4,24,-19.30344581604004,-34.831512451171875
fdazziuw,lilac-sweep-177,16,4,36,-18.93564796447754,-34.55662155151367
9g26fznx,divine-sweep-178,16,4,48,-18.615188598632812,-34.76963806152344
9kmu1v3y,fast-sweep-179,16,4,72,-18.727584838867188,-34.61907196044922
wrmzde2x,generous-sweep-180,16,4,90,-18.50607109069824,-34.789371490478516
gf5zfw98,unique-sweep-181,16,6,2,-28.733909606933594,-34.91221618652344
prv8hki5,smart-sweep-182,16,6,4,-23.73648452758789,-34.83134078979492
cs5wdljd,bright-sweep-183,16,6,8,-21.078594207763672,-35.21364974975586
uuf830xv,distinctive-sweep-184,16,6,16,-19.886388778686523,-34.438720703125
k0tt921y,ancient-sweep-185,16,6,24,-19.151042938232425,-34.780941009521484
rbwa6n2r,comic-sweep-186,16,6,36,-18.320592880249023,-34.77288818359375
jzy755xm,visionary-sweep-187,16,6,48,-18.14447021484375,-34.43400955200195
wbmo345o,lunar-sweep-188,16,6,72,-19.008445739746097,-34.5925407409668
vmggs4gg,genial-sweep-189,16,6,90,-19.07319450378418,-35.07130432128906
s6aci9zx,hearty-sweep-190,16,8,2,-27.839975357055664,-34.9533576965332
uxl3ptq5,golden-sweep-191,16,8,4,-23.2022647857666,-34.670654296875
y34lwxqx,honest-sweep-192,16,8,8,-20.99058723449707,-34.32118225097656
ha4495hr,zany-sweep-193,16,8,16,-19.154218673706055,-34.7816276550293
vxoezlbk,rare-sweep-194,16,8,24,-17.85802459716797,-34.93964385986328
7m3ghyqj,genial-sweep-195,16,8,36,-18.853824615478516,-34.67658615112305
pu010nnz,classic-sweep-196,16,8,48,-18.654144287109375,-34.83351135253906
abi0tymu,dainty-sweep-197,16,8,72,-18.755468368530273,-34.491397857666016
16l1spo8,astral-sweep-198,16,8,90,-18.76752471923828,-34.765933990478516
xsdphrli,glamorous-sweep-199,16,16,2,-28.04566192626953,-34.765316009521484
7utsk8s8,firm-sweep-200,16,16,4,-24.727617263793945,-34.87546920776367
zk2bnix1,scarlet-sweep-201,16,16,8,-21.38895034790039,-34.758567810058594
hvzimc08,warm-sweep-202,16,16,16,-18.60114288330078,-34.67289352416992
8w8uqdhs,warm-sweep-203,16,16,24,-19.068323135375977,-34.83547592163086
k5f46tan,bumbling-sweep-204,16,16,36,-18.729183197021484,-34.7623176574707
koc83iu8,iconic-sweep-205,16,16,48,-18.999408721923828,-34.62312698364258
s3b97k3t,stellar-sweep-206,16,16,72,-19.103803634643555,-34.72367477416992
sjr1yx24,bright-sweep-207,16,16,90,-19.303539276123047,-34.54071807861328
v8v55y1p,sleek-sweep-208,16,20,2,-28.13768768310547,-35.02143478393555
br0qsfiz,glamorous-sweep-209,16,20,4,-23.25518798828125,-34.919979095458984
xlpolpwp,kind-sweep-210,16,20,8,-21.32569694519043,-34.80585861206055
2ftlhuab,different-sweep-211,16,20,16,-18.86575698852539,-34.82249069213867
zme7siag,skilled-sweep-212,16,20,24,-18.891626358032227,-34.99803924560547
tivko1jk,twilight-sweep-213,16,20,36,-19.062559127807617,-34.54897689819336
nphno1ht,valiant-sweep-214,16,20,48,-18.67629051208496,-34.734107971191406
k3ulggyr,olive-sweep-215,16,20,72,-18.984546661376953,-35.04827117919922
tkaq3ys0,pretty-sweep-216,16,20,90,-18.31376266479492,-34.37625503540039
4bxqzjww,revived-sweep-217,32,2,2,-28.20960807800293,-35.012657165527344
mqkogdbp,rosy-sweep-218,32,2,4,-23.71123313903809,-34.83583068847656
agcpuwiq,glamorous-sweep-219,32,2,8,-21.074586868286133,-34.68315124511719
vtxbk890,super-sweep-220,32,2,16,-18.826507568359375,-34.93305587768555
g4r8thzd,celestial-sweep-221,32,2,24,-18.294252395629883,-34.71432876586914
z8b2fk9r,copper-sweep-222,32,2,36,-18.99517059326172,-34.674400329589844
ylrj0yzm,northern-sweep-223,32,2,48,-18.208518981933594,-34.74811935424805
mznrgjhy,brisk-sweep-224,32,2,72,-17.979907989501953,-34.60985565185547
4y7j15xt,blooming-sweep-225,32,2,90,-18.496179580688477,-34.95975112915039
gbex6jzf,breezy-sweep-226,32,4,2,-27.816877365112305,-34.820884704589844
qhu3el3g,prime-sweep-227,32,4,4,-24.024267196655273,-34.60794448852539
c4ze8pxs,earnest-sweep-228,32,4,8,-21.066125869750977,-34.81989288330078
grmmtraq,icy-sweep-229,32,4,16,-19.04676055908203,-35.075077056884766
hriavox4,winter-sweep-230,32,4,24,-17.948619842529297,-34.61589813232422
6k4xak4s,winter-sweep-231,32,4,36,-17.65998077392578,-34.41538619995117
6ihj10ou,stellar-sweep-232,32,4,48,-17.79578971862793,-34.90464401245117
f1l19ddc,easy-sweep-233,32,4,72,-17.653162002563477,-34.88405990600586
icd923yt,lucky-sweep-234,32,4,90,-17.009769439697266,-34.88276290893555
2nzptxea,devoted-sweep-235,32,6,2,-28.4901123046875,-34.727203369140625
x5chm8dr,young-sweep-236,32,6,4,-23.91648292541504,-34.847206115722656
i8zfy57l,graceful-sweep-237,32,6,8,-21.294654846191406,-34.983154296875
kwi6luod,logical-sweep-238,32,6,16,-18.901607513427734,-34.63884353637695
pfdcu2uh,divine-sweep-239,32,6,24,-18.80150604248047,-34.40470886230469
u4blc1m4,comic-sweep-240,32,6,36,-18.35624885559082,-34.74272537231445
of0jhqs4,confused-sweep-241,32,6,48,-17.742050170898438,-34.411705017089844
3evuobsm,peach-sweep-242,32,6,72,-18.142391204833984,-34.53888702392578
bxm0bovz,brisk-sweep-243,32,6,90,-17.736209869384766,-34.86962890625
p1t6x9ey,faithful-sweep-244,32,8,2,-28.611865997314453,-34.940399169921875
ue7fzvjm,dashing-sweep-245,32,8,4,-23.86663246154785,-34.78107452392578
v9rggsqj,summer-sweep-246,32,8,8,-20.990140914916992,-35.01127624511719
rzk66tfo,worldly-sweep-247,32,8,16,-19.056743621826172,-34.772396087646484
r9cpgys5,rare-sweep-248,32,8,24,-18.687898635864254,-34.61117172241211
cptrh5xn,solar-sweep-249,32,8,36,-17.976585388183594,-34.67097473144531
tja3n8sz,genial-sweep-250,32,8,48,-18.108793258666992,-34.917266845703125
8hc5iqbt,honest-sweep-251,32,8,72,-18.30607032775879,-34.75593185424805
y7g34yy1,serene-sweep-252,32,8,90,-18.786285400390625,-34.41875457763672
3e5xgnpk,frosty-sweep-253,32,16,2,-28.101083755493164,-34.74641799926758
ygjmemh8,wild-sweep-254,32,16,4,-24.651592254638672,-34.910621643066406
3yzzu5ef,deft-sweep-255,32,16,8,-21.33938789367676,-34.70235061645508
2b34itz3,brisk-sweep-256,32,16,16,-19.975549697875977,-34.59733581542969
ysx8zxg4,vivid-sweep-257,32,16,24,-19.18949317932129,-34.8680305480957
5f0uudbb,breezy-sweep-258,32,16,36,-18.039897918701172,-34.99589920043945
jom4qbth,firm-sweep-259,32,16,48,-18.186870574951172,-34.57451248168945
rjp5qz4v,unique-sweep-260,32,16,72,-18.601165771484375,-34.44876480102539
xv32sxwf,grateful-sweep-261,32,16,90,-18.955629348754883,-34.51380920410156
om4jdk1x,electric-sweep-262,32,20,2,-28.27338409423828,-35.02083969116211
ryi28pw9,bright-sweep-263,32,20,4,-23.492862701416016,-34.500572204589844
cxiruxlb,vibrant-sweep-264,32,20,8,-21.516185760498047,-34.48503112792969
5eaaxbj2,resilient-sweep-265,32,20,16,-20.274198532104492,-34.71501922607422
7csqbkvl,dauntless-sweep-266,32,20,24,-19.69544219970703,-34.770755767822266
1rhbyr90,stoic-sweep-267,32,20,36,-18.27252769470215,-34.52460861206055
4xtq25ju,glorious-sweep-268,32,20,48,-18.76526641845703,-34.47457504272461
5z6d8y73,eternal-sweep-269,32,20,72,-19.30023193359375,-34.56601333618164
8oscyw8p,electric-sweep-270,32,20,90,-19.70762634277344,-34.55217361450195
yfronqe0,wandering-sweep-271,64,2,2,-28.10176658630371,-34.55097579956055
mu4rx0qo,dulcet-sweep-272,64,2,4,-24.01738548278809,-34.44198226928711
vxvf7x32,eager-sweep-273,64,2,8,-21.29398536682129,-34.3134651184082
cqgq1b7j,celestial-sweep-274,64,2,16,-19.804458618164062,-34.52029800415039
hz5u5a15,dauntless-sweep-275,64,2,24,-18.739727020263672,-34.52336120605469
48zph4vm,honest-sweep-276,64,2,36,-18.74005699157715,-34.82529830932617
x828cyj8,legendary-sweep-277,64,2,48,-17.99869155883789,-34.80085754394531
xslkqvjq,rural-sweep-278,64,2,72,-18.12642478942871,-34.63100814819336
uatkh7vu,giddy-sweep-279,64,2,90,-18.618732452392575,-34.310699462890625
q2x2lb40,comfy-sweep-280,64,4,2,-27.976110458374023,-34.65805435180664
umwbm9bb,misty-sweep-281,64,4,4,-24.380475997924805,-34.67757034301758
sju1e1b2,swift-sweep-282,64,4,8,-20.428701400756836,-34.63017654418945
bfrtswko,usual-sweep-283,64,4,16,-19.467599868774418,-34.92591857910156
6zpdi60o,light-sweep-284,64,4,24,-18.350811004638672,-34.43751525878906
ey12m1ii,olive-sweep-285,64,4,36,-18.409862518310547,-34.26865005493164
mih8iscx,astral-sweep-286,64,4,48,-18.64785385131836,-34.671226501464844
bxdyhwc9,playful-sweep-287,64,4,72,-18.295475006103516,-34.741310119628906
ldtirdl2,decent-sweep-288,64,4,90,-18.257455825805664,-34.49359893798828
nymls2ml,royal-sweep-289,64,6,2,-28.198793411254883,-34.3021125793457
e1fdjmry,eager-sweep-290,64,6,4,-24.442121505737305,-34.1019401550293
3djv8ffw,denim-sweep-291,64,6,8,-20.979333877563477,-34.90456008911133
pkyzmk3h,comfy-sweep-292,64,6,16,-19.99296760559082,-34.89170455932617
tlf076yi,pretty-sweep-293,64,6,24,-19.451719284057617,-34.64182662963867
72nwbuze,giddy-sweep-294,64,6,36,-17.848047256469727,-34.33877182006836
tm4p73sn,zany-sweep-295,64,6,48,-18.17414665222168,-34.79194641113281
zq3uxtui,rosy-sweep-296,64,6,72,-18.318925857543945,-34.53995132446289
q1ipngbu,honest-sweep-297,64,6,90,-18.423097610473633,-34.41020202636719
vpkvf05e,resilient-sweep-298,64,8,2,-28.41534423828125,-34.7056884765625
nkdw8kyn,pious-sweep-299,64,8,4,-24.65637969970703,-34.721160888671875
8uvx7ob2,glorious-sweep-300,64,8,8,-21.876216888427734,-34.95829772949219
ml4e0eyr,glowing-sweep-301,64,8,16,-20.408788681030273,-34.52332305908203
ljl72jnt,sparkling-sweep-302,64,8,24,-19.086183547973633,-34.514930725097656
mdcsf8bn,rare-sweep-303,64,8,36,-18.219934463500977,-34.7456169128418
0i276gb3,vague-sweep-304,64,8,48,-18.363435745239254,-34.2769660949707
55giz86b,smart-sweep-306,64,8,90,-18.77794075012207,-34.278404235839844
jehc4279,hardy-sweep-305,64,8,72,-18.04181671142578,-34.23330307006836
itjtsdcd,rich-sweep-307,64,16,2,-29.281829833984375,-35.09608459472656
6leo6n1n,azure-sweep-308,64,16,4,-23.92687225341797,-34.99639892578125
fzgute9r,sparkling-sweep-309,64,16,8,-22.23915672302246,-34.78120422363281
ig6qlk78,neat-sweep-310,64,16,16,-19.819232940673828,-34.42932891845703
y5bpozgb,worthy-sweep-311,64,16,24,-19.57575035095215,-34.42237091064453
zvge58co,brisk-sweep-312,64,16,36,-19.25582504272461,-34.1984748840332
ayjlunou,toasty-sweep-313,64,16,48,-19.793888092041016,-34.48893737792969
u7ubl6gg,kind-sweep-314,64,16,72,-20.31508445739746,-34.532283782958984
3e8dvqv9,iconic-sweep-315,64,16,90,-20.45285987854004,-34.29014205932617
3p8gb1lb,unique-sweep-316,64,20,2,-28.32173538208008,-34.768375396728516
f4u3d93u,prime-sweep-317,64,20,4,-25.127336502075195,-34.89338302612305
0wsfumtu,sunny-sweep-318,64,20,8,-21.741355895996097,-34.44454574584961
rdcntb1i,summer-sweep-319,64,20,16,-20.39952850341797,-34.38584518432617
exohz3gs,stellar-sweep-320,64,20,24,-20.315427780151367,-34.64247131347656
i3meirjz,proud-sweep-321,64,20,36,-20.114748001098633,-34.1785774230957
m0rvofo0,zesty-sweep-322,64,20,48,-20.262859344482425,-34.288326263427734
mi2fc73a,vague-sweep-323,64,20,72,-21.381914138793945,-34.121952056884766
7y72vw49,graceful-sweep-324,64,20,90,-21.891511917114254,-33.84036636352539
09roqmzt,silver-sweep-325,96,2,2,-27.840600967407227,-34.42075729370117
yyfc4mlb,true-sweep-326,96,2,4,-23.18775749206543,-34.25747299194336
ezjg3frl,rare-sweep-327,96,2,8,-21.2484188079834,-34.347232818603516
8wqq23w9,youthful-sweep-328,96,2,16,-19.4601993560791,-34.077186584472656
xy864qv4,feasible-sweep-329,96,2,24,-18.960384368896484,-34.35599136352539
m9ul3mdy,lyric-sweep-330,96,2,36,-17.400968551635742,-34.36756896972656
8nxks2ni,lemon-sweep-331,96,2,48,-18.466270446777344,-34.37514877319336
ie867x8r,volcanic-sweep-334,96,4,2,-28.255130767822266,-34.24012756347656
w1xbptn5,comfy-sweep-335,96,4,4,-25.013477325439453,-34.83684539794922
hkmqaz38,elated-sweep-336,96,4,8,-21.174715042114254,-34.512481689453125
0795c6vh,woven-sweep-337,96,4,16,-20.001245498657227,-34.66061782836914
xauwewpz,usual-sweep-338,96,4,24,-18.699193954467773,-34.677066802978516
tg6lxm09,celestial-sweep-339,96,4,36,-18.97165298461914,-34.450016021728516
zv9i8d4w,noble-sweep-341,96,4,72,-18.522403717041016,-34.264652252197266
i609jc1k,vital-sweep-342,96,4,90,-17.915512084960938,-34.246036529541016
